ResponseID,ResponseSet,Name,Language,SID,Language1GERMANL12EnglishL2,ExclusionReason,Include,EmailAddress,Status,StartDate,EndDate,Finished,status,WhatisyournativelanguageGerman,WhatisyournativelanguageEnglish,WhatisyournativelanguageOther,WhatisyournativelanguageOtherTEX,v20,v21,v22,Whatlanguagesdoyouspeakataninter,v24,v25,v26,v27,v28,v29,GrowingupdidyouusealotofEnglisha,Pleasereadthetextbelowandanswert,v32,AgreementtoParticipateinResearch,Onthefollowingscreensyouwillseea,ScenariolmCurrentLoopNumberof201,ScenariolmCurrentLoopNumberof202,ScenariolmCurrentLoopNumberof203,ScenariolmCurrentLoopNumberof204,ScenariolmCurrentLoopNumberof205,ScenariolmCurrentLoopNumberof206,ScenariolmCurrentLoopNumberof207,ScenariolmCurrentLoopNumberof208,ScenariolmCurrentLoopNumberof209,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,ImaginethefollowinglmField31,ImaginethefollowinglmField32,ImaginethefollowinglmField33,ImaginethefollowinglmField34,ImaginethefollowinglmField35,ImaginethefollowinglmField36,ImaginethefollowinglmField37,ImaginethefollowinglmField38,ImaginethefollowinglmField39,ImaginethefollowinglmField310,ImaginethefollowinglmField311,ImaginethefollowinglmField312,ImaginethefollowinglmField313,ImaginethefollowinglmField314,ImaginethefollowinglmField315,ImaginethefollowinglmField316,ImaginethefollowinglmField317,ImaginethefollowinglmField318,ImaginethefollowinglmField319,ImaginethefollowinglmField320,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,dv10,dv11,dv12,dv13,dv14,dv15,dv16,dv17,dv18,dv19,dv20,Timing1FirstClick,Timing1LastClick,Timing1QuestionTextTimingPageSub,Timing1QuestionTextTimingClickCo,Timing2FirstClick,Timing2LastClick,Timing2QuestionTextTimingPageSub,Timing2QuestionTextTimingClickCo,Timing3FirstClick,Timing3LastClick,v105,v106,v107,Timing4LastClick,Timing4QuestionTextTimingPageSub,Timing4QuestionTextTimingClickCo,Timing5FirstClick,Timing5LastClick,Timing5QuestionTextTimingPageSub,Timing5QuestionTextTimingClickCo,Timing6FirstClick,Timing6LastClick,Timing6QuestionTextTimingPageSub,Timing6QuestionTextTimingClickCo,Timing7FirstClick,Timing7LastClick,Timing7QuestionTextTimingPageSub,Timing7QuestionTextTimingClickCo,Timing8FirstClick,Timing8LastClick,Timing8QuestionTextTimingPageSub,Timing8QuestionTextTimingClickCo,Timing9FirstClick,Timing9LastClick,Timing9QuestionTextTimingPageSub,Timing9QuestionTextTimingClickCo,Timing10FirstClick,Timing10LastClick,Timing10QuestionTextTimingPageSu,Timing10QuestionTextTimingClickC,Timing11FirstClick,Timing11LastClick,Timing11QuestionTextTimingPageSu,Timing11QuestionTextTimingClickC,Timing12FirstClick,Timing12LastClick,Timing12QuestionTextTimingPageSu,Timing12QuestionTextTimingClickC,Timing13FirstClick,Timing13LastClick,Timing13QuestionTextTimingPageSu,Timing13QuestionTextTimingClickC,Timing14FirstClick,Timing14LastClick,Timing14QuestionTextTimingPageSu,Timing14QuestionTextTimingClickC,Timing15FirstClick,Timing15LastClick,Timing15QuestionTextTimingPageSu,Timing15QuestionTextTimingClickC,Timing16FirstClick,Timing16LastClick,Timing16QuestionTextTimingPageSu,Timing16QuestionTextTimingClickC,Timing17FirstClick,Timing17LastClick,Timing17QuestionTextTimingPageSu,Timing17QuestionTextTimingClickC,Timing18FirstClick,Timing18LastClick,Timing18QuestionTextTimingPageSu,Timing18QuestionTextTimingClickC,Timing19FirstClick,Timing19LastClick,Timing19QuestionTextTimingPageSu,Timing19QuestionTextTimingClickC,Timing20FirstClick,Timing20LastClick,Timing20QuestionTextTimingPageSu,Timing20QuestionTextTimingClickC,Ignoranceisbliss,Itisbetternottoknowtoomuchaboutt,Inthiscomplicatedworldofourstheo,Thereisonlyonerightwaytodoanythi,Apersoneitherknowstheanswertoaqu,Youcanclassifyalmostallpeoplease,Peopleareeithergoodorbad,Lifeisbasicallythesamemostofthet,Thingsoftengowrongformebynofault,Iwouldfeelmuchbetterifmypresentc,Iamannoyedbyunhappypeoplewhojust,Peoplemaketoomuchofthefeelingsan,TherearesomepeopleIknowIwouldnev,Icanbecomfortablewithallkindsofp,ItÕsnotreallymyproblemifothersar,Aproblemhaslittleattractionforme,Itrytoanticipateandavoidsituatio,Ipreferjusttoletthingshappenrath,Simplyknowingtheanswerratherthan,Iamhesitantaboutmakingimportantd,IoftendonotunderstandpeopleÕsbeh,ItrytolookateverybodyÕssideofadi,WhenIÕmupsetatsomeoneIusuallytry,Ialwaystrytolookatallsidesofapro,BeforecriticizingsomebodyItrytoi,Isometimesfinditdifficulttoseeth,WhenIamconfusedbyaproblemoneofth,SometimesIgetsochargedupemotiona,WhenIlookbackonwhathashappenedto,WhenIlookbackonwhatÕshappenedtom,Ieithergetveryangryordepressedif,SometimesIdonÕtfeelverysorryforo,SometimesIfeelarealcompassionfor,Ioftenhavenotcomfortedanotherwhe,IdonÕtliketogetinvolvedinlisteni,TherearecertainpeoplewhomIdislik,Sometimeswhenpeoplearetalkingtom,IÕmeasilyirritatedbypeoplewhoarg,IfIseepeopleinneedItrytohelpthem,BittelesenSiedenuntenstehendenTe,v215,Pleaseindicateyourgender,Howoldareyouyearsold,Didanyofthescenariosseemfamiliar,Whichones,Pleasetranslatethefollowingstate,Whatisyourcountryoforigin,WhatisyourcountryoforiginTEXT,WhatwasthemethodofyourEnglishacq,Howoldwereyouwhenyoubeganlearnin,HowmanymonthshaveyouspentinanEng,Pleaseusethesliderstoindicatehow,v227,v228,v229,v230,v231,v232,v233,Ineachofthefollowingcontextsesti,v235,v236,v237,Finallyanyquestionscommentsorsug,ThankyouforyourparticipationThis,Source,Code,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264
R_5BGvy9rmc6w8gpD,Default Response Set,Anonymous,2,46,2,None,Yes,,0,7/20/16 6:11,7/20/16 6:43,1,Complete,1,,,,,,,1,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.5940001,9.0430002,11.5,2,1.145,57.16,58.537998,14,3.04,18.576,,,,58.013,59.491001,17,4.8130002,47.338001,49.731998,9,2.6659999,33.335999,34.896,6,2.868,4.7389998,6.2150002,2,5.3369999,46.712002,48.442001,10,2.8150001,4.6609998,5.763,2,1.2460001,43.867001,45.497002,13,3.5699999,8.6020002,10.16,4,3.546,27.674,28.518999,9,2.312,47.431,51.132999,7,2.079,23.233999,25.759001,8,3.687,20.806,24.825001,5,2.1989999,59.508999,61.009998,15,3.5799999,41.115002,45.084,8,2.8789999,6.1259999,7.3839998,3,2.618,33.721001,34.860001,4,2.7739999,8.0190001,9.434,3,1,3,3,1,4,2,3,2,3,2,5,2,5,2,3,2,3,3,3,2,2,4,3,4,4,2,4,4,3,2,2,3,4,3,2,2,2,2,4,4,,1,31,2,,"Ist es moralisch korrekt jemanden zu sto§en, um vier andere Menschen vor dem Tod zu bewahren, auch wenn dies denjenigen ttet, der gesto§en wurde?",1,,1,14,6,7,7,7,7,6,6,6,6,48,41,77,76,,1,8902,A786B,11.5,58.537998,,59.491001,49.731998,34.896,6.2150002,48.442001,5.763,45.497002,10.16,28.518999,51.132999,25.759001,24.825001,61.009998,45.084,7.3839998,34.860001,9.434
R_9SHrLSqLWAYgg1T,Default Response Set,Anonymous,2,47,2,L2 Dominant,No,,0,7/20/16 6:35,7/20/16 7:04,1,Complete,1,,,,,,,1,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38.876999,38.876999,40.066002,1,6.2670002,6.2670002,10.835,1,7.7360001,7.7360001,,,,28.615,29.972,1,37.661999,37.661999,38.693001,1,4.2709999,4.2709999,5.4060001,1,39.958,39.958,41.077,1,1.229,42.612,43.368,2,35.300999,35.838001,37.236,2,4.0929999,4.0929999,4.9590001,1,8.9289999,8.9289999,9.7480001,1,30.445,30.445,32.160999,1,29.402,29.402,31.656,1,16.538,16.538,22.896999,1,9.4189997,9.4189997,11.753,1,43.442001,43.442001,44.306,1,11.21,11.21,12.378,1,37.777,37.777,38.875999,1,4.7020001,4.7020001,5.5809999,1,35.944,35.944,37.299,1,1,2,1,1,2,2,2,4,2,4,4,1,3,2,1,3,2,1,1,3,3,2,4,4,5,2,4,5,5,5,2,1,2,1,1,5,2,4,5,,4,1,26,1,That I feel bad about my past,"Ist es moralisch korrekt den nahen Mann zu schubsen um vier andere Leute vorm Tod zu retten, auch wenn es den geschubsten Mann ttet?",1,,1,12,0,3,7,7,3,7,7,7,3,0,71,75,58,Great study keep it up ,1,6081,Z551Y,40.066002,10.835,,29.972,38.693001,5.4060001,41.077,43.368,37.236,4.9590001,9.7480001,32.160999,31.656,22.896999,11.753,44.306,12.378,38.875999,5.5809999,37.299
R_8HOrfnqvOPkalLL,Default Response Set,Anonymous,2,48,2,None,Yes,,0,7/20/16 6:50,7/20/16 7:09,1,Complete,1,,,,,,,1,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,29.497,29.497,30.784,1,36.537998,36.537998,37.806,1,12.378,12.378,,,,6.2449999,19.511999,1,20.357,20.357,21.516001,1,4.27,4.27,5.1659999,1,5.0500002,5.0500002,6.6069999,1,29.296,30.275,30.719999,2,3.9660001,3.9660001,5.724,1,48.978001,48.978001,50.820999,1,8.0139999,8.0139999,8.7229996,1,2.6919999,18.187,19.65,3,57.818001,70.100998,70.818001,3,32.299,48.929001,49.889,5,5.6269999,5.6269999,7.013,1,5.6890001,7.2509999,8.2180004,2,26.686001,26.686001,28.125,1,9.2220001,9.2220001,9.9619999,1,3.8970001,3.8970001,4.822,1,28.278999,28.278999,30.200001,1,2,2,2,2,2,3,3,2,3,2,3,2,3,3,3,2,2,2,2,2,1,3,3,3,3,2,3,2,2,2,2,2,3,2,2,2,2,2,4,4,,1,37,2,,"Ist es moralisch in Ordnung, einen in der Nhe stehenden Mann zu schubsen, um zu verhindern, dass vier andere Leute sterben - selbst wenn dadurch der Mann, der geschubst wurde, verunglckt?",1,,1,12,12,6,7,7,6,6,5,5,5,12,18,35,31,,1,7125,Z638B,30.784,37.806,,19.511999,21.516001,5.1659999,6.6069999,30.719999,5.724,50.820999,8.7229996,19.65,70.818001,49.889,7.013,8.2180004,28.125,9.9619999,4.822,30.200001
R_6XoL2V667gxU4KN,Default Response Set,Anonymous,2,49,2,None,Yes,,0,7/20/16 7:02,7/20/16 7:14,1,Complete,1,,,,,,,,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,2.832,2.832,3.822,1,3.306,3.306,4.0809999,1,2.26,2.26,,,,2.8440001,3.543,1,6.4250002,6.4250002,7.2480001,1,2.727,2.727,4.0040002,1,2.9909999,2.9909999,3.78,1,2.931,2.931,3.7750001,1,4.3080001,4.3080001,6.7150002,1,4.2940001,5.309,5.6500001,2,1.325,1.325,2.1470001,1,2.553,2.553,3.743,1,4.303,4.303,5.2379999,1,7.4099998,7.4099998,9.2639999,1,3.4660001,3.4660001,6.743,1,2.2290001,2.2290001,3.234,1,3.6110001,4.0040002,5.2639999,2,3.8889999,3.8889999,7.4749999,1,9.1709995,9.1709995,13.033,1,2.957,2.957,4.073,1,1,1,1,1,1,2,2,4,2,4,5,5,2,4,2,3,3,2,1,4,4,4,3,4,4,5,4,5,3,2,4,4,3,3,4,5,5,4,3,,4,1,20,1,"If the question was meant as, weather i experienced sth like that, than no. /  / If it was meant as a control question, if i even read them, yes: / there were the train scenario, the wood factory, a grizzly bear, the airport, the ship, the 2 hospital scenarios and the motorrace one. /  / But i am afraid, that wasn't the question here.","Ist es moralisch vereinbar, einen nahestehenden Mann zu sto§en, um vier andere Personen vor dem Tod zu retten, auch wenn das den Mann tten wrde, der geschubst worden ist?",1,,2,11,0,7,7,7,7,5,6,7,5,0,0,20,51,"Interesting choice of words for the scenarios: ""is it morally correct"", / because, just because i said, it is correct, doesn't mean, i would actually DO it",1,7183,Z643Y,3.822,4.0809999,,3.543,7.2480001,4.0040002,3.78,3.7750001,6.7150002,5.6500001,2.1470001,3.743,5.2379999,9.2639999,6.743,3.234,5.2639999,7.4749999,13.033,4.073
R_0HWdHemUCs4rovH,Default Response Set,Anonymous,2,50,2,None,Yes,,0,7/20/16 6:59,7/20/16 7:20,1,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,8.382,8.382,9.6759996,1,50.061001,50.061001,51.317001,1,11.093,11.093,,,,14.84,19.222,1,7.3070002,7.3070002,8.4860001,1,57.839001,57.839001,60.470001,1,35.345001,35.345001,36.493,1,39.102001,39.102001,40.782001,1,63.556,63.556,64.882004,1,44.217999,44.217999,45.620998,1,26.462999,26.462999,27.85,1,15.257,15.257,16.573,1,28.638,28.638,30.066999,1,6.7800002,6.7800002,8.0950003,1,52.587002,52.587002,54.099998,1,6.7870002,6.7870002,7.8249998,1,51.834,51.834,53.188,1,11.263,11.263,12.666,1,7.454,7.454,8.7720003,1,55.787998,55.787998,57.092999,1,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,,1,50,1,i don't no,"Es ist moralisch korrekt, eine Person zu sto§en und zu tten, um vier andere Personen vor dem sterben zu schtzen.",1,,1,10,3,7,7,7,7,4,6,6,6,10,10,32,32,,1,5181,Z476B,9.6759996,51.317001,,19.222,8.4860001,60.470001,36.493,40.782001,64.882004,45.620998,27.85,16.573,30.066999,8.0950003,54.099998,7.8249998,53.188,12.666,8.7720003,57.092999
R_dbzbNedXCoIUU2p,Default Response Set,Anonymous,2,51,2,None,Yes,,0,7/20/16 6:59,7/20/16 7:26,1,Complete,1,,,,,,,,1,,,,1,French,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,11.617,11.617,16.712999,1,5.5910001,5.5910001,7.5749998,1,57.919998,57.919998,,,,12.057,13.345,1,19.848,19.848,21.195999,1,45.473,45.473,46.848,1,10.273,10.273,11.199,1,39.165001,39.165001,40.173,1,47.602001,47.602001,48.543999,1,24.047001,24.047001,25.15,1,24.576,27.375999,28.319,2,69.041,69.041,69.977997,1,17.35,17.35,18.069,1,9.2989998,9.2989998,11.321,1,31.452,31.452,32.403,1,16.421,16.421,17.662001,1,7.6030002,7.6030002,8.5939999,1,10.677,10.677,11.732,1,9.6409998,10.865,11.379,2,42.063999,42.063999,43.279999,1,3,4,2,1,3,2,1,4,3,2,2,4,4,2,3,2,3,4,3,3,5,5,4,5,3,2,1,3,3,2,2,3,3,2,4,3,3,3,3,,4,1,18,2,,"Ist es moralisch korrekt, den nahen Man zu hindern der zu anderen Menschen strebt obwohl dies den geschobenen Mann tten wird?",1,,2,8,1,7,7,7,6,4,3,4,4,9,42,52,33,,1,328,A72B,16.712999,7.5749998,,13.345,21.195999,46.848,11.199,40.173,48.543999,25.15,28.319,69.977997,18.069,11.321,32.403,17.662001,8.5939999,11.732,11.379,43.279999
R_ehweBRDTE4Q5iBv,Default Response Set,Anonymous,2,52,2,None,Yes,,0,7/20/16 7:16,7/20/16 7:42,1,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,37.359001,37.359001,38.700001,1,27.322001,27.322001,28.566999,1,29.125,29.125,,,,32.132999,33.249001,1,37.584999,37.584999,40.366001,1,41.693001,41.693001,46.825001,1,22.858999,22.858999,24.304001,1,31.75,31.75,40.564999,1,34.723,34.723,35.775002,1,29.57,29.57,30.471001,1,19.846001,19.846001,20.948999,1,27.517,27.517,28.385,1,26.787001,26.787001,28.511999,1,25.948,25.948,26.993,1,43.509998,43.509998,44.702,1,58.230999,58.230999,60.006001,1,29.778999,29.778999,36.152,1,32.061001,32.061001,33.194,1,40.023998,40.023998,41.467999,1,27.275,27.275,28.552,1,2,3,1,1,2,2,3,2,3,2,4,3,4,1,3,3,2,3,1,4,2,4,3,4,5,3,4,2,3,3,4,4,2,3,4,5,4,2,2,4,,1,39,2,,Ist es moralisch in Ordnung eine in der Nhe stehende Person zu schubsen um das Leben von 4 Anderen zu retten obwohl die geschubste Person sterben wird?,1,,2,12,6,7,7,6,6,5,5,5,5,10,5,30,30,No,1,7119,Z638B,38.700001,28.566999,,33.249001,40.366001,46.825001,24.304001,40.564999,35.775002,30.471001,20.948999,28.385,28.511999,26.993,44.702,60.006001,36.152,33.194,41.467999,28.552
R_063iLpi1NxsIl4F,Default Response Set,Anonymous,2,53,2,None,Yes,,0,7/20/16 5:07,7/20/16 6:12,0,Complete,1,,,,,,,1,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,8.4639997,8.4639997,16.243,1,37.504002,37.504002,39.425999,1,5.7909999,5.7909999,,,,22.832001,24.018999,1,191.453,191.453,192.64799,1,8.875,8.875,9.7790003,1,275.33499,275.33499,276.22299,1,162.78101,162.78101,163.78101,1,19.509001,19.509001,20.914,1,129.241,129.241,130.472,1,5.4710002,5.4710002,11.703,1,28.931,54.68,55.622002,5,333.017,333.017,334.10699,1,9.323,9.323,10.141,1,7.1479998,7.1479998,8.908,1,9.6630001,73.596001,74.865997,4,15.982,15.982,16.966,1,38.999001,38.999001,40.139,1,4.994,4.994,6.0079999,1,121.629,121.629,122.754,1,2,1,3,2,3,3,2,3,1,3,3,3,4,3,3,3,3,3,3,3,3,4,4,5,5,4,4,2,2,3,2,2,3,3,2,3,3,4,4,,4,2,39,1,"no special one, but many statements","Ist es moralisch korrekt, einen Mann zu schupsen und damit 4 andere Personen vor dem Tod zu retten, obwohl der Mann dann stirbt?",1,,3,11,3,7,7,7,7,5,5,5,5,9,29,40,40,,,5552,A507Y,16.243,39.425999,,24.018999,192.64799,9.7790003,276.22299,163.78101,20.914,130.472,11.703,55.622002,334.10699,10.141,8.908,74.865997,16.966,40.139,6.0079999,122.754
R_064u8mx1YIHSaCp,Default Response Set,Anonymous,2,54,2,None,Yes,,0,7/20/16 3:24,7/20/16 3:38,0,Complete,1,,,,,,,1,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,38.205002,38.205002,40.379002,1,22.596001,22.596001,23.754999,1,22.538,23.444,,,,30.597,31.915001,1,6.4159999,6.4159999,7.823,1,24.122999,24.122999,24.943001,1,40.167999,40.167999,41.678001,1,19.783001,19.783001,22.228001,1,29.642,29.642,30.716,1,7.0760002,7.0760002,7.9330001,1,13.455,13.455,15.886,1,12.856,12.856,15.592,1,11.123,11.123,11.939,1,21.200001,21.200001,22.066,1,25.981001,25.981001,26.964001,1,4.5469999,4.5469999,17.482,1,16.429001,16.429001,17.431999,1,23.223,23.223,24.243999,1,37.870998,37.870998,39.050999,1,5.974,5.974,12.243,1,3,5,4,2,4,2,3,4,3,4,2,4,5,3,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,,1,38,2,,"Ist es, moralisch korrekt, den Mann nebenan zu sto§en, um den Tod anderer Menschen zu verhindern, selbst, wenn es den gesto§enen Mann tten wird?",1,,1,10,1,7,7,7,5,5,5,5,5,0,0,9,0,,,8035,Z714B,40.379002,23.754999,,31.915001,7.823,24.943001,41.678001,22.228001,30.716,7.9330001,15.886,15.592,11.939,22.066,26.964001,17.482,17.431999,24.243999,39.050999,12.243
R_0eWy7VUj1inQb41,Default Response Set,Anonymous,2,55,2,None,Yes,,0,7/20/16 4:08,7/20/16 4:29,0,Complete,1,,,,,,,,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,35.938999,35.938999,36.783001,1,17.204,17.204,18.327,1,11.289,11.289,,,,46.178001,47.278999,1,33.692001,33.692001,34.658001,1,19.377001,19.377001,20.596001,1,47.716,47.716,49.063999,1,20.514999,20.514999,21.488001,1,32.667,32.667,33.629002,1,56.044998,56.044998,57.077999,1,21.893999,21.893999,23.153,1,14.416,14.416,15.451,1,22.577999,22.577999,23.540001,1,38.363998,38.363998,39.688,1,42.254002,42.254002,43.769001,1,30.444,31.153999,32.133999,2,38.632999,38.632999,39.708,1,24.893999,24.893999,26.360001,1,28.802999,28.802999,29.878,1,18.122999,18.122999,18.989,1,2,5,1,2,4,2,1,4,3,4,1,4,5,3,3,3,5,2,2,3,5,5,2,5,3,4,4,1,3,1,2,4,3,2,4,1,2,1,4,,4,1,54,2,,"Ist es moralisch richtig den nahestehenden Mann zu sto§en um 4 anderen Leuten das Leben zu retten, obwohl dies den Mann, den man gesto§en hat, tten wrde ?",1,,3,12,0,7,7,7,7,3,5,6,3,0,9,29,29,,,9461,Z833Y,36.783001,18.327,,47.278999,34.658001,20.596001,49.063999,21.488001,33.629002,57.077999,23.153,15.451,23.540001,39.688,43.769001,32.133999,39.708,26.360001,29.878,18.989
R_0oYD0sUCjEmaJ3T,Default Response Set,Anonymous,2,56,2,None,Yes,,0,7/20/16 3:38,7/20/16 3:52,0,Complete,1,,,,,,,1,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.9990001,4.9990001,6.5669999,1,7.1719999,7.1719999,8.8439999,1,5.5159998,5.5159998,,,,7.2020001,8.8739996,1,5.3779998,5.3779998,6.803,1,7.2309999,7.2309999,8.6960001,1,5.5019999,5.5019999,7.0819998,1,4.0229998,4.0229998,5.836,1,29.594,29.594,30.915001,1,10.993,10.993,12.721,1,3.316,3.316,5.6040001,1,3.9130001,3.9130001,7.098,1,10.744,10.744,12.553,1,7.4710002,7.4710002,9.7360001,1,4.9130001,4.9130001,6.9819999,1,5.5009999,5.5009999,7.9169998,1,5.5479999,5.5479999,7.2470002,1,6.3909998,6.3909998,8.0570002,1,5.296,5.296,6.7940001,1,8.8739996,8.8739996,10.439,1,3,4,4,5,4,4,4,4,2,4,5,4,4,4,2,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,4,4,2,3,4,4,3,4,,4,1,58,1,nothing,"Ist es moralisch richtig, den in der Nhe stehenden Mann zu opfern, um vier Menschen vor dem Tod zu schtzen, auch wenn es den Mann tten wird den Sie gesto§en haben ?",1,,2,13,0,7,7,7,7,5,6,6,5,8,28,38,24,no,,3065,Z300B,6.5669999,8.8439999,,8.8739996,6.803,8.6960001,7.0819998,5.836,30.915001,12.721,5.6040001,7.098,12.553,9.7360001,6.9819999,7.9169998,7.2470002,8.0570002,6.7940001,10.439
R_0PR7qeoztZ6n5HL,Default Response Set,Anonymous,2,57,2,None,Yes,,0,7/20/16 2:46,7/20/16 4:24,0,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,44.745998,44.745998,46.096001,1,6.0819998,6.0819998,7.6589999,1,4768.853,4768.853,,,,13.585,15.465,1,31.908001,31.908001,33.081001,1,15.079,15.079,16.656,1,30.18,35.101002,36.351002,2,7.9910002,7.9910002,9.3400002,1,51.514,51.514,52.860001,1,5.8639998,5.8639998,6.9310002,1,12.947,12.947,14.538,1,20.983999,20.983999,22.302,1,24.52,24.52,26.145,1,25.215,25.215,26.714001,1,43.810001,43.810001,45.259998,1,6.3080001,6.3080001,7.527,1,97.162003,97.162003,98.343002,1,12.144,13.282,14.124,2,31.695,31.695,33.007999,1,25.49,25.49,28.197001,1,2,3,4,3,5,2,1,3,2,2,4,1,5,2,2,3,2,2,4,5,5,4,3,4,4,5,3,2,2,2,3,4,3,2,1,5,4,3,4,4,,2,28,1,Ill man on the boat,Ist es moralisch vertretbar den nchststehenden Mann zu sto§en um den Tod von vier anderen Menschen zu verhindern selbst wenn das den Mann den ich sto§e tten wird?,1,,1,11,2,7,7,7,7,5,5,5,4,19,28,79,66,,,2744,A273Y,46.096001,7.6589999,,15.465,33.081001,16.656,36.351002,9.3400002,52.860001,6.9310002,14.538,22.302,26.145,26.714001,45.259998,7.527,98.343002,14.124,33.007999,28.197001
